location_id,location_name,street_name,locality,sub_locality,city,district,state,pincode,location_type,tourist_destination,latitude,longitude,predicted_safety_score,predicted_risk_level
LOC_000001,Mumbai,,Mumbai,,Mumbai,,Maharashtra,,city,0,19.07283,72.88261,67.99277698412699,MODERATE
LOC_000002,Delhi,,Delhi,,Delhi,,Delhi,,city,0,28.65195,77.23149,65.29317987012988,MODERATE
LOC_000003,Bengaluru,,Bengaluru,,Bengaluru,,Karnataka,,city,0,12.97194,77.59369,67.10119841269844,MODERATE
LOC_000004,Hyderabad,,Hyderabad,,Hyderabad,,Telangana,,city,0,17.38405,78.45636,66.47878968253968,MODERATE
LOC_000005,Ahmedabad,,Ahmedabad,,,,Gujarat,,village,0,23.02579,72.58727,62.354336898254076,MODERATE
LOC_000006,Chennai,,Chennai,,Chennai,,Tamil Nadu,,city,0,13.08784,80.27847,67.29091507936508,MODERATE
LOC_000007,Kolkata,,Kolkata,,Kolkata,,West Bengal,,city,0,22.56263,88.36304,67.561473015873,MODERATE
LOC_000008,Surat,,Surat,,Surat,,Gujarat,,city,0,21.19594,72.83023,68.32344603174603,MODERATE
LOC_000009,Pune,,Pune,,,,Maharashtra,,village,0,18.51957,73.85535,61.91426870054942,MODERATE
LOC_000010,Jaipur,,Jaipur,,Jaipur,,Rajasthan,,city,0,26.91962,75.78781,67.76811979949873,MODERATE
LOC_000011,Kanpur,,Kanpur,,,,Uttar Pradesh,,village,0,26.46523,80.34975,56.609844190122814,MODERATE
LOC_000012,Navi Mumbai,,Navi Mumbai,,,,Maharashtra,,neighbourhood,0,19.03681,73.01582,64.2787722222222,MODERATE
LOC_000013,Lucknow,,Lucknow,,Lucknow,,Uttar Pradesh,,city,0,26.83928,80.92313,66.9831753968254,MODERATE
LOC_000014,Nagpur,,Nagpur,,Nagpur,,Maharashtra,,city,0,21.14631,79.08491,71.70901190476192,SAFE
LOC_000015,Coimbatore,,Coimbatore,,,,Tamil Nadu,,village,0,11.00555,76.96612,63.48121136943531,MODERATE
LOC_000016,Indore,,Indore,,,,Madhya Pradesh,,village,0,22.71792,75.8333,56.69474963351509,MODERATE
LOC_000017,Thāne,,Thāne,,,,Maharashtra,,village,0,19.19704,72.96355,58.74609039609227,MODERATE
LOC_000018,Vadodara,,Vadodara,,,,Gujarat,,village,0,22.29941,73.20812,62.18338828367711,MODERATE
LOC_000019,Bhopal,,Bhopal,,Bhopal,,Madhya Pradesh,,city,0,23.25469,77.40289,73.64772698412699,SAFE
LOC_000020,Rasapūdipalem,,Rasapūdipalem,,,,Andhra Pradesh,,village,0,17.73308,83.31622,58.349513756989836,MODERATE
LOC_000021,Pimpri-Chinchwad,,Pimpri-Chinchwad,,,,Maharashtra,,village,0,18.61867,73.80375,52.79371345460095,RISKY
LOC_000022,Patna,,Patna,,Patna,,Bihar,,city,0,25.59408,85.13563,68.43979841269842,MODERATE
LOC_000023,Kallakurichi,,Kallakurichi,,Kallakurichi,,Tamil Nadu,,city,0,11.73379,78.95925,71.45646349206349,SAFE
LOC_000024,Ludhiana,,Ludhiana,,,,Punjab,,village,0,30.91204,75.85379,63.29667946466762,MODERATE
LOC_000025,Nashik,,Nashik,,Nashik,,Maharashtra,,city,0,19.99727,73.79096,69.80034682539682,MODERATE
LOC_000026,Madurai,,Madurai,,Madurai,,Tamil Nadu,,city,0,9.919,78.11953,71.02035036630035,SAFE
LOC_000027,Tirunelveli,,Tirunelveli,,Tirunelveli,,Tamil Nadu,,city,0,8.72742,77.6838,73.64574126984127,SAFE
LOC_000028,Agra,,Agra,,Agra,,Uttar Pradesh,,city,0,27.183347,78.016669,69.33183333333332,MODERATE
LOC_000029,Faridabad,,Faridabad,,Faridabad,,Haryana,,city,0,28.41124,77.31316,69.75957380952381,MODERATE
LOC_000030,Rājkot,,Rājkot,,,,Gujarat,,village,0,22.29161,70.79322,63.39626036218686,MODERATE
LOC_000031,Najafgarh,,Najafgarh,,,,Delhi,,village,0,28.60922,76.97982,57.35680476943558,MODERATE
LOC_000032,Jamshedpur,,Jamshedpur,,,,Jharkhand,,village,0,22.80278,86.18545,53.17166795523506,RISKY
LOC_000033,Pimpri,,Pimpri,,,,Maharashtra,,village,0,18.62292,73.80696,58.52627338630611,MODERATE
LOC_000034,Kalyān,,Kalyān,,,,Maharashtra,,village,0,19.2437,73.13554,61.73896173138294,MODERATE
LOC_000035,Dombivali,,Dombivali,,,,Maharashtra,,village,0,19.21667,73.08333,53.396197442192054,RISKY
LOC_000036,Meerut,,Meerut,,,,Uttar Pradesh,,village,0,28.98002,77.70636,58.569944336656306,MODERATE
LOC_000037,Virār,,Virār,,,,Maharashtra,,village,0,19.45591,72.81136,51.31350038820834,RISKY
LOC_000038,Nowrangapur,,Nowrangapur,,Nowrangapur,,Odisha,,city,0,19.23114,82.54826,70.68626428571427,SAFE
LOC_000039,Srinagar,,Srinagar,,Srinagar,,Jammu and Kashmir,,city,0,34.08565,74.80555,68.13463174603173,MODERATE
LOC_000040,Ghāziābād,,Ghāziābād,,Ghāziābād,,Uttar Pradesh,,city,0,28.66535,77.43915,66.04239920634919,MODERATE
LOC_000041,Dhanbad,,Dhanbad,,Dhanbad,,Jharkhand,,city,0,23.79759,86.42992,60.757989682539694,MODERATE
LOC_000042,Aurangabad,,Aurangabad,,Aurangabad,,Maharashtra,,city,0,19.87757,75.34226,69.41649047619046,MODERATE
LOC_000043,Varanasi,,Varanasi,,,,Uttar Pradesh,,village,0,25.31668,83.01041,58.71788074703077,MODERATE
LOC_000044,Amritsar,,Amritsar,,,,Punjab,,village,0,31.62234,74.87534,63.50193748233857,MODERATE
LOC_000045,Vijayawada,,Vijayawada,,,,Andhra Pradesh,,village,0,16.50745,80.6466,61.489295548713905,MODERATE
LOC_000046,Ranchi,,Ranchi,,Ranchi,,Jharkhand,,city,0,23.34316,85.3094,70.31711507936508,SAFE
LOC_000047,Jabalpur,,Jabalpur,,,,Madhya Pradesh,,village,0,23.16697,79.95006,56.13401790842093,MODERATE
LOC_000048,Prayagraj,,Prayagraj,,,,Uttar Pradesh,,village,0,25.44478,81.84322,52.263727671532806,RISKY
LOC_000049,Visakhapatnam,,Visakhapatnam,,Visakhapatnam,,Andhra Pradesh,,city,0,17.68009,83.20161,71.12406147741147,SAFE
LOC_000050,Jodhpur,,Jodhpur,,,,Rajasthan,,village,0,26.26841,73.00594,63.53338642663964,MODERATE
LOC_000051,Gwalior,,Gwalior,,,,Madhya Pradesh,,village,0,26.22983,78.17337,56.12014863012963,MODERATE
LOC_000052,Teni,,Teni,,,,Tamil Nadu,,neighbourhood,0,10.01115,77.47772,59.91666333996962,MODERATE
LOC_000053,Howrah,,Howrah,,,,West Bengal,,village,0,22.57688,88.31857,63.522764470333584,MODERATE
LOC_000054,Raipur,,Raipur,,Raipur,,Chhattisgarh,,city,0,21.23333,81.63333,69.60951190476189,MODERATE
LOC_000055,Tiruchirappalli,,Tiruchirappalli,,,,Tamil Nadu,,village,0,10.8155,78.69651,60.13273060701749,MODERATE
LOC_000056,Kota,,Kota,,,,Rajasthan,,village,0,25.18254,75.83907,51.081343649912235,RISKY
LOC_000057,Shivaji Nagar,,Shivaji Nagar,,,,Maharashtra,,neighbourhood,0,18.53017,73.85263,61.5517084961335,MODERATE
LOC_000058,Sholapur,,Sholapur,,,,Maharashtra,,village,0,17.67152,75.91044,61.91554542036911,MODERATE
LOC_000059,Chandigarh,,Chandigarh,,Chandigarh,,Chandigarh,,city,0,30.73629,76.7884,68.04296904761904,MODERATE
LOC_000060,Tiruppur,,Tiruppur,,,,Tamil Nadu,,village,0,11.11541,77.35456,61.59479906204908,MODERATE
LOC_000061,Guwahati,,Guwahati,,,,Assam,,village,0,26.1844,91.7458,60.347273257483664,MODERATE
LOC_000062,Hubballi,,Hubballi,,,,Karnataka,,village,0,15.34776,75.13378,58.85170533821064,MODERATE
LOC_000063,Mysuru,,Mysuru,,Mysuru,,Karnataka,,city,0,12.29791,76.63925,70.62131666666669,SAFE
LOC_000064,Salem,,Salem,,,,Tamil Nadu,,village,0,11.65376,78.15538,62.29061765850222,MODERATE
LOC_000065,Gurugram,,Gurugram,,Gurugram,,Haryana,,city,0,28.4601,77.02635,67.27964920634919,MODERATE
LOC_000066,Bhubaneswar,,Bhubaneswar,,Bhubaneswar,,Odisha,,city,0,20.27241,85.83385,67.34687323232323,MODERATE
LOC_000067,Bhiwandi,,Bhiwandi,,,,Maharashtra,,village,0,19.30023,73.05881,58.600762822601375,MODERATE
LOC_000068,Jalandhar,,Jalandhar,,,,Punjab,,village,0,31.32556,75.57917,59.165831772622845,MODERATE
LOC_000069,Rohini,,Rohini,,,,Delhi,,neighbourhood,0,28.74322,77.06778,56.61215737514516,MODERATE
LOC_000070,Kanayannur,,Kanayannur,,,,Kerala,,village,0,9.96667,76.26667,58.85080003543441,MODERATE
LOC_000071,Bhayandar,,Bhayandar,,,,Maharashtra,,village,0,19.30157,72.85107,54.06067536794437,RISKY
LOC_000072,Narela,,Narela,,,,Delhi,,village,0,28.85267,77.09288,49.91971569264073,RISKY
LOC_000073,Thiruvananthapuram,,Thiruvananthapuram,,Thiruvananthapuram,,Kerala,,city,0,8.4855,76.94924,72.6151468253968,SAFE
LOC_000074,Alīgarh,,Alīgarh,,,,Uttar Pradesh,,village,0,27.88145,78.07464,48.055326538663486,RISKY
LOC_000075,Bareilly,,Bareilly,,,,Uttar Pradesh,,village,0,28.36678,79.43167,57.075541194352326,MODERATE
LOC_000076,Morādābād,,Morādābād,,Morādābād,,Uttar Pradesh,,city,0,28.83893,78.77684,65.92226269841271,MODERATE
LOC_000077,Warangal,,Warangal,,Warangal,,Telangana,,city,0,18.0,79.58333,70.98528181818182,SAFE
LOC_000078,Dhārāvi,,Dhārāvi,,,,Maharashtra,,neighbourhood,0,19.05,72.86667,63.804948015873016,MODERATE
LOC_000079,Gorakhpur,,Gorakhpur,,,,Uttar Pradesh,,village,0,26.76628,83.36889,52.97722768699231,RISKY
LOC_000080,Guntur,,Guntur,,,,Andhra Pradesh,,village,0,16.29974,80.45729,58.666438977689,MODERATE
LOC_000081,Puducherry,,Puducherry,,Puducherry,,Puducherry,,city,0,11.93381,79.82979,72.21039220779221,SAFE
LOC_000082,Jājmau,,Jājmau,,,,Uttar Pradesh,,neighbourhood,0,26.4304,80.4095,55.29049761904763,MODERATE
LOC_000083,Amravati,,Amravati,,Amravati,,Maharashtra,,city,0,20.93333,77.75,65.14457947582133,MODERATE
LOC_000084,Bikaner,,Bikaner,,,,Rajasthan,,village,0,28.01762,73.31495,54.99916920816914,RISKY
LOC_000085,Kochi,,Kochi,,,,Kerala,,village,0,9.93988,76.26022,63.7004186147186,MODERATE
LOC_000086,Bhilai,,Bhilai,,,,Chhattisgarh,,village,0,21.20919,81.4285,61.8815683982684,MODERATE
LOC_000087,Cuttack,,Cuttack,,,,Odisha,,village,0,20.46497,85.87927,52.16964795420613,RISKY
LOC_000088,Borivli,,Borivli,,,,Maharashtra,,village,0,19.23496,72.85976,58.207544684841366,MODERATE
LOC_000089,Bhavnagar,,Bhavnagar,,,,Gujarat,,village,0,21.76287,72.15331,60.17305457582932,MODERATE
LOC_000090,Sāngli,,Sāngli,,,,Maharashtra,,village,0,16.85438,74.56417,58.963321840384694,MODERATE
LOC_000091,Jamnagar,,Jamnagar,,,,Gujarat,,village,0,22.47292,70.06673,60.04854328541437,MODERATE
LOC_000092,Jammu,,Jammu,,Jammu,,Jammu and Kashmir,,city,0,32.73528,74.86167,65.80403333333332,MODERATE
LOC_000093,Bokāro,,Bokāro,,Bokāro,,Jharkhand,,city,0,23.66934,86.15161,70.05754523809523,SAFE
LOC_000094,Nanded,,Nanded,,,,Maharashtra,,village,0,19.16023,77.31497,57.756137707541484,MODERATE
LOC_000095,Kozhikode,,Kozhikode,,Kozhikode,,Kerala,,city,0,11.24802,75.7804,71.4595222943723,SAFE
LOC_000096,Kolhāpur,,Kolhāpur,,,,Maharashtra,,village,0,16.69563,74.23167,61.039042543548256,MODERATE
LOC_000097,Nellore,,Nellore,,Nellore,,Andhra Pradesh,,city,0,14.44992,79.98697,72.27241349206349,SAFE
LOC_000098,Kalaburagi,,Kalaburagi,,,,Karnataka,,village,0,17.33583,76.83757,53.67166085990035,RISKY
LOC_000099,Ajmer,,Ajmer,,,,Rajasthan,,village,0,26.4521,74.63867,62.14797135505019,MODERATE
LOC_000100,Dehradun,,Dehradun,,Dehradun,,Uttarakhand,,city,0,30.32443,78.03392,73.0708476190476,SAFE
LOC_000101,Erode,,Erode,,,,Tamil Nadu,,village,0,11.3428,77.72741,62.520751797210934,MODERATE
LOC_000102,Durgapur,,Durgapur,,,,West Bengal,,village,0,23.51583,87.30801,58.94574325046815,MODERATE
LOC_000103,Ulhasnagar,,Ulhasnagar,,,,Maharashtra,,village,0,19.21667,73.15,61.54293301201375,MODERATE
LOC_000104,Loni,,Loni,,,,Uttar Pradesh,,village,0,28.75143,77.29023,59.36922193503653,MODERATE
LOC_000105,Siliguri,,Siliguri,,,,West Bengal,,village,0,26.71004,88.42851,62.44362297739525,MODERATE
LOC_000106,Ujjain,,Ujjain,,,,Madhya Pradesh,,village,0,23.18239,75.77643,54.03782755232127,RISKY
LOC_000107,Bilimora,,Bilimora,,,,Gujarat,,village,0,20.76957,72.96134,51.271224782509705,RISKY
LOC_000108,Karol Bāgh,,Karol Bāgh,,,,Delhi,,neighbourhood,0,28.65136,77.19072,50.93297373860043,RISKY
LOC_000109,Āsansol,,Āsansol,,Āsansol,,West Bengal,,city,0,23.68333,86.98333,68.95758506493506,MODERATE
LOC_000110,Mangaluru,,Mangaluru,,,,Karnataka,,village,0,12.91723,74.85603,54.870668854342924,RISKY
LOC_000111,Belagavi,,Belagavi,,,,Karnataka,,village,0,15.85212,74.50447,63.25626200031477,MODERATE
LOC_000112,Sahāranpur,,Sahāranpur,,,,Uttar Pradesh,,village,0,29.9679,77.54522,53.097854765457406,RISKY
LOC_000113,Vellore,,Vellore,,,,Tamil Nadu,,village,0,12.9184,79.13255,60.29304597402598,MODERATE
LOC_000114,Bhātpāra,,Bhātpāra,,,,West Bengal,,village,0,22.86643,88.40113,47.28471231811195,RISKY
LOC_000115,Malegaon,,Malegaon,,,,Maharashtra,,village,0,20.54966,74.53462,55.85147118210736,MODERATE
LOC_000116,Modīnagar,,Modīnagar,,,,Uttar Pradesh,,town,0,28.83059,77.57295,59.90593311439518,MODERATE
LOC_000117,Gaya,,Gaya,,,,Bihar,,village,0,24.79686,85.00385,51.19757193320349,RISKY
LOC_000118,Ambattur,,Ambattur,,,,Tamil Nadu,,village,0,13.09818,80.16152,59.85313660283009,MODERATE
LOC_000119,Jalgaon,,Jalgaon,,,,Maharashtra,,village,0,21.00292,75.56602,58.08340883946248,MODERATE
LOC_000120,Kurnool,,Kurnool,,,,Andhra Pradesh,,village,0,15.82887,78.03602,59.04574531061492,MODERATE
LOC_000121,Rāmgundam,,Rāmgundam,,,,Telangana,,village,0,18.80084,79.45206,57.75103230627512,MODERATE
LOC_000122,Udaipur,,Udaipur,,,,Rajasthan,,village,0,24.58584,73.71346,59.83893322437617,MODERATE
LOC_000123,Maheshtala,,Maheshtala,,,,West Bengal,,village,0,22.50862,88.25322,54.19567581854024,RISKY
LOC_000124,Patiāla,,Patiāla,,,,Punjab,,village,0,30.33625,76.3922,62.082368177877896,MODERATE
LOC_000125,Shyamnagar,,Shyamnagar,,,,West Bengal,,village,0,22.83333,88.36667,51.56909300337159,RISKY
LOC_000126,Davangere,,Davangere,,,,Karnataka,,village,0,14.46693,75.92694,52.977819125928384,RISKY
LOC_000127,Akola,,Akola,,,,Maharashtra,,village,0,20.70957,76.9981,60.23592603667962,MODERATE
LOC_000128,Rajpur Sonarpur,,Rajpur Sonarpur,,,,West Bengal,,village,0,22.4382,88.43205,62.58243931065619,MODERATE
LOC_000129,Korba,,Korba,,,,Chhattisgarh,,village,0,22.3458,82.69633,52.38772264211285,RISKY
LOC_000130,Jhānsi,,Jhānsi,,,,Uttar Pradesh,,village,0,25.45887,78.57994,54.38661774911208,RISKY
LOC_000131,Thoothukudi,,Thoothukudi,,,,Tamil Nadu,,village,0,8.76735,78.13425,59.664355116536,MODERATE
LOC_000132,Ballari,,Ballari,,,,Karnataka,,village,0,15.14205,76.92398,60.69045922751816,MODERATE
LOC_000133,Bhāgalpur,,Bhāgalpur,,,,Bihar,,village,0,25.24446,86.97183,56.96552830521484,MODERATE
LOC_000134,Agartala,,Agartala,,Agartala,,Tripura,,city,0,23.83605,91.27939,72.33574213564214,SAFE
LOC_000135,Kākināda,,Kākināda,,,,Andhra Pradesh,,village,0,16.96036,82.23809,60.29436412916946,MODERATE
LOC_000136,Latur,,Latur,,,,Maharashtra,,town,0,18.39721,76.56784,58.20062070837776,MODERATE
LOC_000137,Pānihāti,,Pānihāti,,,,West Bengal,,village,0,22.69089,88.37404,59.45062163465779,MODERATE
LOC_000138,Rajamahendravaram,,Rajamahendravaram,,,,Andhra Pradesh,,village,0,17.00517,81.77784,61.85299538898108,MODERATE
LOC_000139,Dhule,,Dhule,,Dhule,,Maharashtra,,city,0,20.9013,74.77737,68.34310793650793,MODERATE
LOC_000140,Rohtak,,Rohtak,,,,Haryana,,village,0,28.89447,76.58917,56.3741700797407,MODERATE
LOC_000141,Ahilyanagar,,Ahilyanagar,,,,Maharashtra,,village,0,19.09457,74.73843,59.75721889027058,MODERATE
LOC_000142,Kollam,,Kollam,,Kollam,,Kerala,,city,0,8.88113,76.58469,67.19401428571429,MODERATE
LOC_000143,Bilāspur,,Bilāspur,,,,Chhattisgarh,,village,0,22.08005,82.15543,60.593148171152535,MODERATE
LOC_000144,Bhilwara,,Bhilwara,,,,Rajasthan,,village,0,25.34707,74.64081,60.42646811713191,MODERATE
LOC_000145,Brahmapur,,Brahmapur,,,,Odisha,,village,0,19.31151,84.7929,60.459035882428964,MODERATE
LOC_000146,Muzaffarpur,,Muzaffarpur,,,,Bihar,,village,0,26.12259,85.39055,53.20387665437279,RISKY
LOC_000147,Punāsa,,Punāsa,,,,Madhya Pradesh,,village,0,22.23507,76.39335,60.089521942442005,MODERATE
LOC_000148,Muzaffarnagar,,Muzaffarnagar,,Muzaffarnagar,,Uttar Pradesh,,city,0,29.47091,77.70332,69.9148380952381,MODERATE
LOC_000149,Avadi,,Avadi,,,,Tamil Nadu,,village,0,13.1147,80.10981,58.743912773513756,MODERATE
LOC_000150,Kadapa,,Kadapa,,,,Andhra Pradesh,,village,0,14.47995,78.82346,62.53367676714276,MODERATE
LOC_000151,Kukatpally,,Kukatpally,,,,Telangana,,town,0,17.48486,78.41376,63.60833621947314,MODERATE
LOC_000152,Kāmārhāti,,Kāmārhāti,,,,West Bengal,,village,0,22.67111,88.37472,60.339716224552575,MODERATE
LOC_000153,Mathura,,Mathura,,,,Uttar Pradesh,,village,0,27.5035,77.67215,60.500303709454805,MODERATE
LOC_000154,Chānda,,Chānda,,,,Maharashtra,,village,0,19.95076,79.29523,57.1727777385586,MODERATE
LOC_000155,Vijayapura,,Vijayapura,,,,Karnataka,,village,0,16.82442,75.71537,54.28371449030994,RISKY
LOC_000156,Shivamogga,,Shivamogga,,,,Karnataka,,village,0,13.93157,75.56791,57.60316578448789,MODERATE
LOC_000157,Alwar,,Alwar,,,,Rajasthan,,village,0,27.56246,76.625,52.26076436636332,RISKY
LOC_000158,Shāhjānpur,,Shāhjānpur,,,,Uttar Pradesh,,village,0,27.88165,79.90918,54.326256614322446,RISKY
LOC_000159,Jūnāgadh,,Jūnāgadh,,,,Gujarat,,village,0,21.51966,70.45981,59.146554242275094,MODERATE
LOC_000160,New Delhi,,New Delhi,,New Delhi,,Delhi,,city,0,28.62137,77.2148,64.95212590187593,MODERATE
LOC_000161,Thrissur,,Thrissur,,Thrissur,,Kerala,,city,0,10.51667,76.21667,71.818734992785,SAFE
LOC_000162,Nizāmābād,,Nizāmābād,,,,Telangana,,village,0,18.67154,78.0988,55.066687436624186,MODERATE
LOC_000163,Tumkūr,,Tumkūr,,,,Karnataka,,village,0,13.34136,77.1022,51.2159834255394,RISKY
LOC_000164,Parbhani,,Parbhani,,,,Maharashtra,,village,0,19.26855,76.77081,58.786528319719494,MODERATE
LOC_000165,Hisar,,Hisar,,,,Haryana,,village,0,29.15394,75.72294,55.690600781413515,MODERATE
LOC_000166,Fīrozābād,,Fīrozābād,,,,Uttar Pradesh,,village,0,27.15092,78.39781,54.93344495968685,RISKY
LOC_000167,Kulti,,Kulti,,,,West Bengal,,village,0,23.73166,86.84372,53.999345834385586,RISKY
LOC_000168,Karnāl,,Karnāl,,,,Haryana,,village,0,29.69197,76.98448,52.342146813035605,RISKY
LOC_000169,Barddhamān,,Barddhamān,,,,West Bengal,,village,0,23.25572,87.85691,56.1236331695793,MODERATE
LOC_000170,Gundupālaiyam,,Gundupālaiyam,,,,Puducherry,,village,0,11.94096,79.80294,61.1976631521944,MODERATE
LOC_000171,Bārāsat,,Bārāsat,,,,West Bengal,,village,0,22.72154,88.48198,60.86473139145045,MODERATE
LOC_000172,Mulugu,,Mulugu,,Mulugu,,Telangana,,city,0,18.191,79.943,73.27003412698411,SAFE
LOC_000173,Bihār Sharīf,,Bihār Sharīf,,,,Bihar,,village,0,25.20084,85.52389,56.225318955787245,MODERATE
LOC_000174,Bāli,,Bāli,,,,West Bengal,,village,0,22.64859,88.34115,59.70972240030501,MODERATE
LOC_000175,Rāmpur,,Rāmpur,,,,Uttar Pradesh,,village,0,28.81014,79.02699,51.31521146865246,RISKY
LOC_000176,Darbhanga,,Darbhanga,,,,Bihar,,village,0,26.15216,85.89707,54.252204061356686,RISKY
LOC_000177,Panipat,,Panipat,,,,Haryana,,village,0,29.38747,76.96825,54.509237278642615,RISKY
LOC_000178,Tirupati,,Tirupati,,,,Andhra Pradesh,,village,0,13.63551,79.41989,57.3627087884338,MODERATE
LOC_000179,Greater Noida,,Greater Noida,,,,Uttar Pradesh,,village,0,28.49615,77.53601,60.72544671677413,MODERATE
LOC_000180,Noida,,Noida,,,,Uttar Pradesh,,village,0,28.58,77.33,47.31306823534828,RISKY
LOC_000181,Aizawl,,Aizawl,,Aizawl,,Mizoram,,city,0,23.72894,92.71791,71.26825317460317,SAFE
LOC_000182,Gandhinagar,,Gandhinagar,,Gandhinagar,,Gujarat,,city,0,23.21667,72.68333,73.27662633477632,SAFE
LOC_000183,Dindigul,,Dindigul,,,,Tamil Nadu,,village,0,10.36896,77.98036,57.816001733332335,MODERATE
LOC_000184,Thanjavur,,Thanjavur,,,,Tamil Nadu,,village,0,10.78523,79.13909,58.61609872770646,MODERATE
LOC_000185,Karīmnagar,,Karīmnagar,,Karīmnagar,,Telangana,,city,0,18.43915,79.12856,71.1057619047619,SAFE
LOC_000186,Dewas,,Dewas,,,,Madhya Pradesh,,village,0,22.96585,76.05526,56.789293537857965,MODERATE
LOC_000187,Sonīpat,,Sonīpat,,,,Haryana,,village,0,28.99478,77.01937,52.391075018671664,RISKY
LOC_000188,Ichalkaranji,,Ichalkaranji,,,,Maharashtra,,village,0,16.69117,74.46054,56.478544296346925,MODERATE
LOC_000189,Bathinda,,Bathinda,,,,Punjab,,village,0,30.20747,74.93893,62.90186041108479,MODERATE
LOC_000190,Jālna,,Jālna,,,,Maharashtra,,village,0,19.84102,75.88636,61.90262081739051,MODERATE
LOC_000191,Kirāri Sulemānnagar,,Kirāri Sulemānnagar,,,,Delhi,,village,0,28.69736,77.0648,57.946222527472536,MODERATE
LOC_000192,Satna,,Satna,,,,Madhya Pradesh,,village,0,24.57726,80.82719,53.97238039471141,RISKY
LOC_000193,Purnia,,Purnia,,Purnia,,Bihar,,city,0,25.77895,87.47422,65.093526984127,MODERATE
LOC_000194,Imphal,,Imphal,,Imphal,,Manipur,,city,0,24.80805,93.9442,70.95689603174601,SAFE
LOC_000195,Saugor,,Saugor,,,,Madhya Pradesh,,village,0,23.83877,78.73874,52.391887755943536,RISKY
LOC_000196,Kushinagar,,Kushinagar,,,,Uttar Pradesh,,village,0,26.74134,83.88689,51.41194995952128,RISKY
LOC_000197,Rourkela,,Rourkela,,,,Odisha,,village,0,22.22496,84.86414,58.7925530634282,MODERATE
LOC_000198,Durg,,Durg,,,,Chhattisgarh,,village,0,21.19147,81.27619,61.366916999012076,MODERATE
LOC_000199,Anantapur,,Anantapur,,,,Andhra Pradesh,,village,0,14.67784,77.60813,58.78962987236445,MODERATE
LOC_000200,Ratlām,,Ratlām,,,,Madhya Pradesh,,village,0,23.33033,75.04032,58.140478899429226,MODERATE
LOC_000201,Rānipet,,Rānipet,,Rānipet,,Tamil Nadu,,city,0,12.92471,79.33331,72.63571825396825,SAFE
LOC_000202,Lal Bahadur Nagar,,Lal Bahadur Nagar,,,,Telangana,,village,0,17.34769,78.55757,59.92114975034946,MODERATE
LOC_000203,Arrah,,Arrah,,,,Bihar,,village,0,25.55629,84.66335,55.43159478425787,MODERATE
LOC_000204,Baranagar,,Baranagar,,,,West Bengal,,neighbourhood,0,22.64132,88.37727,59.84563029833216,MODERATE
LOC_000205,Gajuwaka,,Gajuwaka,,,,Andhra Pradesh,,village,0,17.7,83.21667,61.34649455544456,MODERATE
LOC_000206,Etāwah,,Etāwah,,,,Uttar Pradesh,,village,0,26.77615,79.02133,57.56154589855725,MODERATE
LOC_000207,Ambarnath,,Ambarnath,,,,Maharashtra,,village,0,19.2,73.16667,56.1645038718242,MODERATE
LOC_000208,Naihāti,,Naihāti,,,,West Bengal,,village,0,22.89396,88.41521,56.72526133722334,MODERATE
LOC_000209,Bharatpur,,Bharatpur,,,,Rajasthan,,village,0,27.21731,77.49009,52.48556300121448,RISKY
LOC_000210,Begusarai,,Begusarai,,Begusarai,,Bihar,,city,0,25.41853,86.13389,54.64098449328448,RISKY
LOC_000211,Tiruvottiyūr,,Tiruvottiyūr,,,,Tamil Nadu,,village,0,13.15823,80.30181,57.65600474922575,MODERATE
LOC_000212,Gāndhīdhām,,Gāndhīdhām,,,,Gujarat,,village,0,23.08333,70.13333,60.224139283036656,MODERATE
LOC_000213,Mau,,Mau,,,,Uttar Pradesh,,village,0,25.94167,83.56111,50.7405116472813,RISKY
LOC_000214,Sīkar,,Sīkar,,,,Rajasthan,,village,0,27.61206,75.13996,54.54839607643833,RISKY
LOC_000215,Ramagundam,,Ramagundam,,,,Telangana,,village,0,18.755,79.474,58.16986200741998,MODERATE
LOC_000216,Hāpur,,Hāpur,,Hāpur,,Uttar Pradesh,,city,0,28.72985,77.78068,62.86745317460318,MODERATE
LOC_000217,Farrukhābād,,Farrukhābād,,,,Uttar Pradesh,,village,0,27.39134,79.5793,63.21715717659194,MODERATE
LOC_000218,Alappuzha,,Alappuzha,,Alappuzha,,Kerala,,city,0,9.49004,76.3264,70.83983809523808,SAFE
LOC_000219,Katihar,,Katihar,,,,Bihar,,village,0,25.53852,87.57044,58.914924474858005,MODERATE
LOC_000220,Sri Ganganagar,,Sri Ganganagar,,Sri Ganganagar,,Rajasthan,,city,0,29.92009,73.87496,69.32306666666668,MODERATE
LOC_000221,Rewa,,Rewa,,,,Madhya Pradesh,,village,0,24.53256,81.29234,52.984877662762074,RISKY
LOC_000222,Uluberiya,,Uluberiya,,,,West Bengal,,village,0,22.4756,88.09898,61.05313406622619,MODERATE
LOC_000223,Sivakasi,,Sivakasi,,,,Tamil Nadu,,village,0,9.44999,77.79797,59.51153891214712,MODERATE
LOC_000224,Karur,,Karur,,,,Tamil Nadu,,village,0,10.95771,78.08095,65.7343208524474,MODERATE
LOC_000225,Rāichūr,,Rāichūr,,,,Karnataka,,village,0,16.20546,77.35567,56.455069847158256,MODERATE
LOC_000226,Pallāvaram,,Pallāvaram,,,,Tamil Nadu,,village,0,12.96796,80.15025,57.64829098429138,MODERATE
